OBJECTID,ISSUE_DATE,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,ZONING,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT
427488,2016-04-22T00:00:00.000Z,CONSTRUCTION,SHED,PERMIT ISSUED,"273 56TH PL NE, WASHINGTON, DC 20019",R-2,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.893179,-76.920003,20019,7,7C,SIXTH,608,31,NONE
427489,2016-04-22T00:00:00.000Z,CONSTRUCTION,SIGN,PERMIT ISSUED,"1155 F ST NW, WASHINGTON, DC 20004",,2016-05-26T15:56:05.000Z,WASHINGTON,DC,38.897575,-77.027634,20004,2,2C,FIRST,101,8,DOWNTOWN BID
427490,2016-04-22T00:00:00.000Z,CONSTRUCTION,TENANT LAYOUT,PERMIT ISSUED,"5929 GEORGIA AVE NW, WASHINGTON, DC 20011",C-3-A,2016-05-26T15:56:05.000Z,WASHINGTON,DC,38.962071,-77.027283,20011,4,4B,FOURTH,402,17,NONE
427491,2016-04-22T00:00:00.000Z,CONSTRUCTION,TENANT LAYOUT,COMPLETED,"1402 OKIE ST NE, WASHINGTON, DC 20002",,2016-05-29T08:07:27.000Z,WASHINGTON,DC,38.914759,-76.984355,20002,5,5B,FIFTH,505,23,NONE
427032,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"811 VERMONT AVE NW, WASHINGTON, DC 20571",C-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.900756,-77.034345,20571,2,2F,SECOND,207,8,DOWNTOWN BID
427033,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1680 35TH ST NW, WASHINGTON, DC 20007",R-3,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.913139,-77.070394,20007,2,2E,SECOND,206,4,NONE
427034,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1800 K ST NW, WASHINGTON, DC 20006",C-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.902443,-77.041726,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
427074,2016-05-02T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"701 VARNUM ST NW, WASHINGTON, DC 20011",R-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.943257,-77.021858,20011,4,4C,FOURTH,407,18,NONE
427284,2016-03-08T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"617 NEW YORK AVE NW, WASHINGTON, DC 20001",DD/C-2-C,2016-05-26T15:56:05.000Z,WASHINGTON,DC,38.903638,-77.020717,20001,6,2C,THIRD,308,8,NONE
427285,2016-03-07T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"2150 PENNSYLVANIA AVE NW, WASHINGTON, DC 20037",C-3-C,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.901627,-77.048556,20037,2,2A,SECOND,207,5,NONE
427286,2016-03-03T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"506 DIVISION AVE NE, WASHINGTON, DC 20019",R-2,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.896253,-76.926601,20019,7,7C,SIXTH,602,31,NONE
427287,2016-03-03T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"6026 SLIGO MILL RD NE, WASHINGTON, DC 20011",R-2,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.963962,-77.0067,20011,4,4B,FOURTH,406,19,NONE
427288,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1030 15TH ST NW 590-W, WASHINGTON, DC 20005",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.903412,-77.034967,20005,2,2B,SECOND,207,6,DOWNTOWN BID
427289,2016-03-03T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1126 5TH ST NW, WASHINGTON, DC 20001",DD/R-5-B,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.905131,-77.019182,20001,6,2C,THIRD,308,8,NONE
427290,2016-03-07T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3322 PROSPECT ST NW, WASHINGTON, DC 20007",R-3,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.905807,-77.066843,20007,2,2E,SECOND,206,4,NONE
427291,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"543 TENNESSEE AVE NE, WASHINGTON, DC 20002",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.89706,-76.983878,20002,6,6A,FIRST,108,25,NONE
427292,2016-03-03T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"608 KENYON ST NW, WASHINGTON, DC 20010",R-4,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.92985,-77.021364,20010,1,1A,THIRD,302,2,NONE
427293,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1358 MONROE ST NW B, WASHINGTON, DC 20010",R-5-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.93149,-77.031706,20010,1,1A,THIRD,302,2,NONE
427294,2016-03-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"635 LEXINGTON PL NE, WASHINGTON, DC 20002",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.895295,-76.997191,20002,6,6C,FIRST,104,25,NONE
427295,2016-03-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2952 MILLS AVE NE, WASHINGTON, DC 20018",*,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.929003,-76.97461,20018,5,5B,FIFTH,503,22,NONE
427075,2016-05-02T00:00:00.000Z,CONSTRUCTION,DEMOLITION,PERMIT ISSUED,"1643 NEWTON ST NW, WASHINGTON, DC 20010",,2016-05-26T15:56:05.000Z,WASHINGTON,DC,38.934097,-77.038013,20010,1,1D,FOURTH,408,2,NONE
427076,2016-05-02T00:00:00.000Z,CONSTRUCTION,DEMOLITION,PERMIT ISSUED,"3629 13TH ST NW, WASHINGTON, DC 20010",R-4,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.935308,-77.029499,20010,1,1A,FOURTH,409,2,NONE
427077,2016-05-02T00:00:00.000Z,CONSTRUCTION,FENCE,PERMIT ISSUED,"503 NICHOLSON ST NW, WASHINGTON, DC 20011",R-2,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.960355,-77.020161,20011,4,4B,FOURTH,402,17,NONE
427078,2016-05-02T00:00:00.000Z,CONSTRUCTION,FENCE,PERMIT ISSUED,"120 DUDDINGTON PL SE, WASHINGTON, DC 20003",CAP/R-4,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.88275,-77.005097,20003,6,6B,FIRST,106,26,NONE
427079,2016-05-02T00:00:00.000Z,CONSTRUCTION,FENCE,PERMIT ISSUED,"5426 30TH ST NW, WASHINGTON, DC 20015",R-1-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.961969,-77.060085,20015,4,3G,SECOND,201,10,NONE
427080,2016-05-02T00:00:00.000Z,CONSTRUCTION,FENCE,PERMIT ISSUED,"3456 NEWARK ST NW, WASHINGTON, DC 20016",R-1-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.934409,-77.06829,20016,3,3C,SECOND,203,15,NONE
427081,2016-05-02T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"25 N ST SE, WASHINGTON, DC 20003",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.874382,-77.008248,20003,6,6D,FIRST,106,27,CAPITOL RIVERFRONT BID
427082,2016-05-02T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1277 1ST ST SE, WASHINGTON, DC 20003",,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.875153,-77.006155,20003,6,6D,FIRST,106,27,CAPITOL RIVERFRONT BID
427083,2016-05-02T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1330 CONNECTICUT AVE NW, WASHINGTON, DC 20036",DC/C-3-C,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.907887,-77.042919,20036,2,2B,SECOND,208,6,GOLDEN TRIANGLE BID
427084,2016-05-02T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"700 2ND ST NE SUITE 300, WASHINGTON, DC 20002",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.89926,-77.003789,20002,6,6C,FIRST,104,25,CAPITOL HILL BID
427085,2016-05-02T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1001 G ST NW, WASHINGTON, DC 20001",DD/C-4,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.898712,-77.026485,20001,2,2C,FIRST,101,8,DOWNTOWN BID
427086,2016-05-02T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"2655 30TH ST SE, WASHINGTON, DC 20020",R-5-A,2016-05-03T08:16:50.000Z,WASHINGTON,DC,38.85777,-76.964701,20020,7,7B,SIXTH,606,35,NONE
427087,2016-05-02T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,"1801 MISSISSIPPI AVE SE, WASHINGTON, DC 20032",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.843486,-76.977281,20032,8,8B,SEVENTH,704,38,NONE
427088,2016-05-02T00:00:00.000Z,CONSTRUCTION,SIGN,PERMIT ISSUED,"3111 K ST NW, WASHINGTON, DC 20007",,2016-05-26T15:56:05.000Z,WASHINGTON,DC,38.902761,-77.06171,20007,2,2E,SECOND,206,4,GEORGETOWN BID
427089,2016-05-02T00:00:00.000Z,CONSTRUCTION,SIGN,PERMIT ISSUED,"1815 WISCONSIN AVE NW, WASHINGTON, DC 20007",,2016-05-26T15:56:05.000Z,WASHINGTON,DC,38.915208,-77.067139,20007,2,2E,SECOND,206,4,NONE
427296,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"231 57TH ST NE, WASHINGTON, DC 20019",,2016-05-26T15:56:05.000Z,WASHINGTON,DC,38.892202,-76.919435,20019,7,7C,SIXTH,608,31,NONE
427297,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2427 1ST ST NW, WASHINGTON, DC 20001",R-4,2016-08-10T08:08:03.000Z,WASHINGTON,DC,38.922171,-77.011896,20001,5,5C,FIFTH,501,21,NONE
427298,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3317 P ST NW, WASHINGTON, DC 20007",,2016-07-18T08:11:43.000Z,WASHINGTON,DC,38.908961,-77.066641,20007,2,2E,SECOND,206,4,NONE
427299,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1013 E ST NE, WASHINGTON, DC 20002",R-4,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.89592,-76.991948,20002,6,6A,FIRST,107,25,NONE
427300,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1330 ORREN ST NE, WASHINGTON, DC 20002",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.90387,-76.985109,20002,5,5B,FIFTH,506,23,NONE
427301,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"324 ASPEN ST NW, WASHINGTON, DC 20012",R-1-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.972133,-77.017795,20012,4,4B,FOURTH,401,17,NONE
427302,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1244 SOUTH CAPITOL ST SE, WASHINGTON, DC 20003",CG/CR,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.874885,-77.008688,20003,6,6D,FIRST,106,27,CAPITOL RIVERFRONT BID
427303,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"700 19TH ST NW, WASHINGTON, DC 20431",C-3-C,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.899005,-77.04393,20431,2,2A,SECOND,207,5,NONE
427305,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1828 L ST NW 6TH FLOOR, WASHINGTON, DC 20036",C-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.903512,-77.04294,20036,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
427306,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,COMPLETED,"2112 F ST NW, WASHINGTON, DC 20037",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.897088,-77.047176,20037,2,2A,SECOND,207,5,NONE
427307,2016-03-02T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"3621 BENNING RD NE, WASHINGTON, DC 20019",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.895403,-76.95331,20019,7,7D,SIXTH,601,32,NONE
427308,2016-03-04T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1547 7TH ST NW, WASHINGTON, DC 20001",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.910934,-77.021717,20001,6,2C,THIRD,308,7,NONE
426872,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4927 NANNIE HELEN BURROUGHS AVE NE, WASHINGTON, DC 20019",C-2-A,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.898069,-76.930087,20019,7,7C,SIXTH,602,31,NONE
426873,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"682 KENNETH ST NE, WASHINGTON, DC 20017",,2016-06-21T08:31:30.000Z,WASHINGTON,DC,38.930812,-76.996937,20017,5,5C,FIFTH,502,21,NONE
426874,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"680 KENNETH ST NE, WASHINGTON, DC 20017",,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.930842,-76.996956,20017,5,5C,FIFTH,502,21,NONE
426875,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"678 KENNETH ST NE, WASHINGTON, DC 20017",,2016-06-21T08:31:30.000Z,WASHINGTON,DC,38.930888,-76.996977,20017,5,5C,FIFTH,502,21,NONE
426876,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"676 KENNETH ST NE, WASHINGTON, DC 20017",,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.930931,-76.997007,20017,5,5C,FIFTH,502,21,NONE
427090,2016-05-02T00:00:00.000Z,CONSTRUCTION,SIGN,PERMIT ISSUED,"1409 14TH ST NW, WASHINGTON, DC 20005",,2016-05-26T15:56:05.000Z,WASHINGTON,DC,38.909374,-77.03168,20005,2,2F,THIRD,307,7,NONE
427091,2016-05-02T00:00:00.000Z,CONSTRUCTION,SOLAR SYSTEM,COMPLETED,"2933 W ST SE, WASHINGTON, DC 20020",,2016-07-10T08:07:41.000Z,WASHINGTON,DC,38.86307,-76.965557,20020,7,7B,SIXTH,606,35,NONE
427093,2016-05-02T00:00:00.000Z,CONSTRUCTION,SOLAR SYSTEM,COMPLETED,"5097 JUST ST NE, WASHINGTON, DC 20019",,2016-06-25T08:07:23.000Z,WASHINGTON,DC,38.902558,-76.926469,20019,7,7C,SIXTH,608,31,NONE
427094,2016-06-16T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"5509 9TH ST NW, WASHINGTON, DC 20011",C-2-A,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.956708,-77.025547,20011,4,4D,FOURTH,403,18,NONE
427095,2016-06-16T00:00:00.000Z,CONSTRUCTION,DEMOLITION,PERMIT ISSUED,"1101 PENNSYLVANIA AVE NW 5TH, 6TH, , WASHINGTON, DC 20004",DD/C-5,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.895156,-77.027405,20004,2,2C,FIRST,101,8,DOWNTOWN BID
427096,2016-06-16T00:00:00.000Z,CONSTRUCTION,DEMOLITION,PERMIT ISSUED,"28 K ST NW, WASHINGTON, DC 20001",,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.902275,-77.01042,20001,6,6C,FIRST,103,8,NONE
427097,2016-06-16T00:00:00.000Z,CONSTRUCTION,FENCE,PERMIT ISSUED,"1345 30TH ST SE, WASHINGTON, DC 20020",R-1-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.873106,-76.964999,20020,7,7A,SIXTH,605,34,NONE
427098,2016-06-16T00:00:00.000Z,CONSTRUCTION,GARAGE,PERMIT ISSUED,"105 57TH PL SE, WASHINGTON, DC 20019",R-2,2016-06-17T08:11:25.000Z,WASHINGTON,DC,38.887877,-76.919592,20019,7,7E,SIXTH,604,33,NONE
427099,2016-06-16T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"2620 CONNECTICUT AVE NW, WASHINGTON, DC 20008",WP/C-2-A,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.924302,-77.05232,20008,3,3C,SECOND,204,15,NONE
427100,2016-06-16T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1785 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.909211,-77.041315,20036,2,2B,SECOND,208,6,NONE
427101,2016-06-16T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1330 CONNECTICUT AVE NW, WASHINGTON, DC 20036",DC/C-3-C,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.907887,-77.042919,20036,2,2B,SECOND,208,6,GOLDEN TRIANGLE BID
427309,2016-03-03T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1308 R ST NW, WASHINGTON, DC 20009",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.912416,-77.03006,20009,2,2F,THIRD,307,7,NONE
427310,2016-03-04T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1918 BILTMORE ST NW, WASHINGTON, DC 20009",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.922039,-77.04543,20009,1,1C,THIRD,303,1,NONE
427311,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"2213 WASHINGTON CIR NW, WASHINGTON, DC 20037",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.902984,-77.049379,20037,2,2A,SECOND,207,6,NONE
427312,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"817 T ST NW, WASHINGTON, DC 20001",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.915732,-77.023761,20001,1,1B,THIRD,305,3,NONE
427313,2016-03-09T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"700 11TH ST NW, WASHINGTON, DC 20001",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.898741,-77.02732,20001,2,2C,FIRST,101,8,DOWNTOWN BID
427314,2016-03-01T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"301 49TH ST NE, WASHINGTON, DC 20019",R-2,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.893315,-76.932455,20019,7,7C,SIXTH,602,31,NONE
427315,2016-03-01T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"5002 HAYES ST NE, WASHINGTON, DC 20019",R-5-A,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.90023,-76.930131,20019,7,7C,SIXTH,608,31,NONE
427316,2016-03-01T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1100 ALABAMA AVE SE, WASHINGTON, DC 20032",,2016-05-26T15:56:05.000Z,WASHINGTON,DC,38.848266,-76.988405,20032,8,8C,SEVENTH,703,NONE,NONE
427317,2016-03-01T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"5500 EADS ST NE, WASHINGTON, DC 20019",,2016-07-18T08:11:43.000Z,WASHINGTON,DC,38.896193,-76.922708,20019,7,7C,SIXTH,608,31,NONE
427318,2016-03-01T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"4665 BLUE PLAINS DR SW, WASHINGTON, DC 20032",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.821503,-77.013199,20032,8,8D,SEVENTH,708,NONE,NONE
427319,2016-03-01T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"3219 O ST NW, WASHINGTON, DC 20007",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.90802,-77.064538,20007,2,2E,SECOND,206,4,NONE
426877,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"656 KENNETH ST NE, WASHINGTON, DC 20017",,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.931282,-76.997206,20017,5,5C,FIFTH,502,21,NONE
426878,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"658 KENNETH ST NE, WASHINGTON, DC 20017",,2016-06-21T08:31:30.000Z,WASHINGTON,DC,38.931232,-76.997182,20017,5,5C,FIFTH,502,21,NONE
426879,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"660 KENNETH ST NE, WASHINGTON, DC 20017",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.931191,-76.997162,20017,5,5C,FIFTH,502,21,NONE
426880,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"668 KENNETH ST NE, WASHINGTON, DC 20017",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.931074,-76.997093,20017,5,5C,FIFTH,502,21,NONE
426881,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"670 KENNETH ST NE, WASHINGTON, DC 20017",,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.93105,-76.997069,20017,5,5C,FIFTH,502,21,NONE
426882,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"674 KENNETH ST NE, WASHINGTON, DC 20017",,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.930959,-76.997025,20017,5,5C,FIFTH,502,21,NONE
426883,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"684 KENNETH ST NE, WASHINGTON, DC 20017",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.930766,-76.996916,20017,5,5C,FIFTH,502,21,NONE
426884,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"690 KENNETH ST NE, WASHINGTON, DC 20017",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.930652,-76.996848,20017,5,5C,FIFTH,502,21,NONE
426885,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"692 KENNETH ST NE, WASHINGTON, DC 20017",,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.930623,-76.99683,20017,5,5C,FIFTH,502,21,NONE
426886,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3914 13TH ST NW, WASHINGTON, DC 20011",R-4,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.939205,-77.030004,20011,4,4C,FOURTH,404,18,NONE
426887,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"6003 3RD ST NE, WASHINGTON, DC 20011",R-1-B,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.962965,-77.002526,20011,4,4B,FOURTH,406,19,NONE
426888,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4707 9TH ST NW, WASHINGTON, DC 20011",R-3,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.947551,-77.025116,20011,4,4D,FOURTH,407,18,NONE
426889,2016-06-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1702 28TH ST SE, WASHINGTON, DC 20020",,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.869217,-76.967532,20020,7,7B,SIXTH,607,34,NONE
427102,2016-06-16T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"3400 BENNING RD NE, WASHINGTON, DC 20019",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.896978,-76.952137,20019,7,7D,SIXTH,601,30,NONE
427103,2016-06-16T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"315 H ST NW, WASHINGTON, DC 20001",DD/C-2-C,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.900361,-77.015908,20001,6,6C,FIRST,103,8,MOUNT VERNON TRIANGLE CID
427104,2016-06-16T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"399 M ST SW, WASHINGTON, DC 20024",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.876955,-77.017555,20024,6,6D,FIRST,105,9,NONE
427105,2016-06-16T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"3101 14TH ST NW, WASHINGTON, DC 20010",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.928869,-77.032427,20010,1,1A,THIRD,302,2,NONE
427106,2016-06-16T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,COMPLETED,"380 EASTERN AVE NE, WASHINGTON, DC 20019",C-2-A,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.894672,-76.912017,20019,7,7C,SIXTH,608,31,NONE
426892,2016-04-22T00:00:00.000Z,CONSTRUCTION,DEMOLITION,PERMIT ISSUED,"1137 5TH ST NE, WASHINGTON, DC 20002",R-4,2016-08-03T08:09:18.000Z,WASHINGTON,DC,38.904714,-76.999285,20002,6,6C,FIRST,104,25,NONE
426893,2016-04-22T00:00:00.000Z,CONSTRUCTION,DEMOLITION,PERMIT ISSUED,"452 N ST NW, WASHINGTON, DC 20001",R-4,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.907069,-77.017889,20001,6,2C,THIRD,308,7,NONE
426894,2016-04-22T00:00:00.000Z,CONSTRUCTION,DEMOLITION,PERMIT ISSUED,"620 MICHIGAN AVE NE, WASHINGTON, DC 20064",D/R-5-A,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.932822,-76.997862,20064,5,5C,FOURTH,405,20,NONE
