OBJECTID,ISSUE_DATE,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,ZONING,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT,gis_id
428099,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1650 VARNUM PL NE, WASHINGTON, DC 20017",R-1-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.943588,-76.981487,20017,5,5A,FOURTH,405,20,NONE,Nbclus_020
428100,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2216 12TH ST NW, WASHINGTON, DC 20009",R-5-B,2016-05-26T15:56:06.000Z,WASHINGTON,DC,38.919754,-77.028302,20009,1,1B,THIRD,305,3,NONE,Nbclus_003
428102,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3608 24TH ST NE, WASHINGTON, DC 20018",R-1-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.934488,-76.97244,20018,5,5A,FIFTH,503,24,NONE,Nbclus_024
428103,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3031 O ST NW, WASHINGTON, DC 20007",R-3,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.908666,-77.060396,20007,2,2E,SECOND,206,4,NONE,Nbclus_004
428104,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"412 RICHARDSON PL NW, WASHINGTON, DC 20001",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.913144,-77.016891,20001,5,5C,FIFTH,501,21,NONE,Nbclus_021
428105,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"3424 21ST ST SE, WASHINGTON, DC 20020",R-5-A,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.846181,-76.973823,20020,8,8B,SEVENTH,704,38,NONE,Nbclus_038
428106,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3415 RODMAN ST NW, WASHINGTON, DC 20008",R-1-B,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.939251,-77.068418,20008,3,3C,SECOND,203,15,NONE,Nbclus_015
428107,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"5 THOMAS CIR NW, WASHINGTON, DC 20005",,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.906471,-77.032601,20005,2,2F,SECOND,208,7,NONE,Nbclus_007
428108,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"112 17TH ST NE, WASHINGTON, DC 20002",,2016-04-20T08:27:41.000Z,WASHINGTON,DC,38.891421,-76.981025,20002,6,6A,FIRST,108,26,NONE,Nbclus_026
428338,2016-05-09T00:00:00.000Z,CONSTRUCTION,ADDITION,PERMIT ISSUED,"5004 WARREN ST NW, WASHINGTON, DC 20016",R-1-A,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.944425,-77.099051,20016,3,3D,SECOND,205,13,NONE,Nbclus_013
428339,2016-05-09T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"1105 ABBEY PL NE, WASHINGTON, DC 20002",R-4,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.903959,-77.001103,20002,6,6C,FIRST,104,25,NONE,Nbclus_025
428340,2016-05-09T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"502 RHODE ISLAND AVE NW, WASHINGTON, DC 20001",C-2-A,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.913001,-77.019169,20001,6,2C,THIRD,308,7,NONE,Nbclus_007
428341,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1100 6TH ST SW, WASHINGTON, DC 20024",R-5-D,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.877102,-77.019318,20024,6,6D,FIRST,105,9,NONE,Nbclus_009
428342,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"650 MASSACHUSETTS AVE NW, WASHINGTON, DC 20001",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.901654,-77.021428,20001,2,2C,FIRST,102,8,DOWNTOWN BID,Nbclus_008
428343,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2631 CONNECTICUT AVE NW, WASHINGTON, DC 20008",WP/C-2-B,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.924542,-77.051643,20008,3,3C,SECOND,204,15,NONE,Nbclus_015
428344,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1201 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",DD/C-5,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.881637,-76.989864,20003,6,6B,FIRST,107,26,CAPITOL HILL BID,Nbclus_026
428345,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1426 36TH ST NW, WASHINGTON, DC 20007",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.908323,-77.070529,20007,2,2E,SECOND,206,4,NONE,Nbclus_004
428346,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1331 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",DD/C-5,2016-08-10T08:08:03.000Z,WASHINGTON,DC,38.896368,-77.031372,20004,2,2F,FIRST,101,8,DOWNTOWN BID,Nbclus_008
428347,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"626 E ST SE, WASHINGTON, DC 20003",R-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.882929,-76.99751,20003,6,6B,FIRST,107,26,NONE,Nbclus_026
428348,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1155 CONNECTICUT AVE NW 800, WASHINGTON, DC 20036",C-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.905447,-77.040625,20036,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID,Nbclus_006
427614,2016-03-03T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"3318 O ST NW, WASHINGTON, DC 20007",R-3,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.907587,-77.066854,20007,2,2E,SECOND,206,4,NONE,Nbclus_004
427615,2016-02-29T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"25 POTOMAC AVE SE, WASHINGTON, DC 20003",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.870655,-77.007538,20003,6,6D,FIRST,106,27,CAPITOL RIVERFRONT BID,Nbclus_027
427616,2016-03-03T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"3504 13TH ST NW, WASHINGTON, DC 20010",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.932648,-77.030063,20010,1,1A,FOURTH,409,2,NONE,Nbclus_002
427617,2016-03-04T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,"4726 SHERIFF RD NE, WASHINGTON, DC 20019",C-1,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.903083,-76.93464,20019,7,7C,SIXTH,602,31,NONE,Nbclus_031
427618,2016-03-01T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,"1012 50TH PL NE, WASHINGTON, DC 20019",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.9041,-76.929836,20019,7,7C,SIXTH,602,31,NONE,Nbclus_031
427619,2016-03-08T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,"308 56TH ST NE, WASHINGTON, DC 20019",R-2,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.893412,-76.921232,20019,7,7C,SIXTH,608,31,NONE,Nbclus_031
427620,2016-03-04T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,"1046 COOK DR SE, WASHINGTON, DC 20032",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.842869,-76.982926,20032,8,8B,SEVENTH,704,38,NONE,Nbclus_038
427621,2016-03-04T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,"1032 COOK DR SE, WASHINGTON, DC 20032",R-3,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.844071,-76.982789,20032,8,8B,SEVENTH,704,38,NONE,Nbclus_038
427622,2016-03-04T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,"1024 COOK DR SE, WASHINGTON, DC 20032",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.844267,-76.981871,20032,8,8B,SEVENTH,704,38,NONE,Nbclus_038
427623,2016-03-04T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,"1022 COOK DR SE, WASHINGTON, DC 20032",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.844207,-76.981677,20032,8,8B,SEVENTH,704,38,NONE,Nbclus_038
427863,2016-05-19T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"3501 NEWARK ST NW, WASHINGTON, DC 20016",R-1-B,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.935603,-77.068849,20016,3,3C,SECOND,203,15,NONE,Nbclus_015
427864,2016-05-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1124 5TH ST NW, WASHINGTON, DC 20001",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.905082,-77.019183,20001,6,2C,THIRD,308,8,NONE,Nbclus_008
427865,2016-05-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"318 10TH ST NE, WASHINGTON, DC 20002",R-4,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.89411,-76.99289,20002,6,6A,FIRST,107,25,NONE,Nbclus_025
427866,2016-05-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"710 A ST SE, WASHINGTON, DC 20003",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.888886,-76.995515,20003,6,6B,FIRST,107,26,NONE,Nbclus_026
427867,2016-05-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3217 WARDER ST NW, WASHINGTON, DC 20010",R-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.93084,-77.019767,20010,1,1A,THIRD,302,2,NONE,Nbclus_002
427868,2016-05-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"100 M ST SE, WASHINGTON, DC 20003",CG/C-3-C,2016-08-06T08:12:19.000Z,WASHINGTON,DC,38.876752,-77.00534,20003,6,6D,FIRST,106,27,CAPITOL RIVERFRONT BID,Nbclus_027
427869,2016-05-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"408 C ST NE, WASHINGTON, DC 20002",,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.894255,-77.00017,20002,6,6C,FIRST,104,25,CAPITOL HILL BID,Nbclus_025
427870,2016-05-20T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3782 1ST ST SE, WASHINGTON, DC 20032",R-5-A,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.834724,-77.005619,20032,8,8C,SEVENTH,707,39,NONE,Nbclus_039
427871,2016-05-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1825 K ST NW 2ND, 3RD, , WASHINGTON, DC 20006",C-4,2016-07-30T08:14:44.000Z,WASHINGTON,DC,38.902924,-77.04258,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID,Nbclus_006
428109,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1406 30TH ST NW, WASHINGTON, DC 20007",R-3,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.908858,-77.059389,20007,2,2E,SECOND,206,4,NONE,Nbclus_004
428110,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"242 14TH ST SE, WASHINGTON, DC 20003",R-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.885807,-76.985233,20003,6,6B,FIRST,108,26,NONE,Nbclus_026
428111,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1218 WISCONSIN AVE NW, WASHINGTON, DC 20007",C-2-A,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.905684,-77.063024,20007,2,2E,SECOND,206,4,GEORGETOWN BID,Nbclus_004
428112,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4511 ARKANSAS AVE NW, WASHINGTON, DC 20011",R-4,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.945499,-77.031223,20011,4,4C,FOURTH,404,18,NONE,Nbclus_018
428113,2016-03-22T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1115 MASSACHUSETTS AVE NW, WASHINGTON, DC 20005",DD/R-5-E,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.904541,-77.027767,20005,2,2F,THIRD,307,8,NONE,Nbclus_008
428349,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2700 CALVERT ST NW 615, WASHINGTON, DC 20008",,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.92279,-77.055549,20008,3,3C,SECOND,204,15,NONE,Nbclus_015
428350,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3346 ALDEN PL NE, WASHINGTON, DC 20019",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.891463,-76.958841,20019,7,7D,SIXTH,601,32,NONE,Nbclus_032
428351,2016-05-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"7538 14TH ST NW, WASHINGTON, DC 20012",R-1-B,2016-07-19T08:12:20.000Z,WASHINGTON,DC,38.981678,-77.0337,20012,4,4A,FOURTH,401,16,NONE,Nbclus_016
428352,2016-05-09T00:00:00.000Z,CONSTRUCTION,SWIMMING POOL,PERMIT ISSUED,"1525 29TH ST NW, WASHINGTON, DC 20007",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.910076,-77.057977,20007,2,2E,SECOND,206,4,NONE,Nbclus_004
428138,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3020 MACOMB ST NW, WASHINGTON, DC 20008",,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.933318,-77.060391,20008,3,3C,SECOND,204,15,NONE,Nbclus_015
428139,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4012 EDMUNDS ST NW, WASHINGTON, DC 20007",,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.924469,-77.07974,20007,3,3B,SECOND,204,14,NONE,Nbclus_014
428140,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1421 WHITTIER ST NW 1421, WASHINGTON, DC 20012",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.970911,-77.034561,20012,4,4A,FOURTH,401,17,NONE,Nbclus_017
428141,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4845 COLORADO AVE NW, WASHINGTON, DC 20011",*,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.950453,-77.038135,20011,4,4C,FOURTH,404,18,NONE,Nbclus_018
428142,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1929 11TH ST NW, WASHINGTON, DC 20001",*,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.916575,-77.02674,20001,1,1B,THIRD,305,3,NONE,Nbclus_003
428143,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,INSPECTION PENDING,"440 21ST ST NE, WASHINGTON, DC 20002",,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.895937,-76.974879,20002,7,7D,FIFTH,507,25,NONE,Nbclus_025
428144,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4701 CONNECTICUT AVE NW, WASHINGTON, DC 20008",,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.951124,-77.066996,20008,3,3F,SECOND,203,12,NONE,Nbclus_012
428145,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2122 RAND PL NE, WASHINGTON, DC 20002",R-1-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.913531,-76.974397,20002,5,5B,FIFTH,503,23,NONE,Nbclus_023
428146,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"20 Q ST NW, WASHINGTON, DC 20001",*,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.910925,-77.010266,20001,5,5C,FIFTH,501,21,NONE,Nbclus_021
428147,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"928 5TH ST NW, WASHINGTON, DC 20001",,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.902192,-77.019161,20001,6,6C,FIRST,102,8,MOUNT VERNON TRIANGLE CID,Nbclus_008
428148,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3566 11TH ST NW, WASHINGTON, DC 20010",*,2016-08-11T08:10:58.000Z,WASHINGTON,DC,38.934295,-77.02881,20010,1,1A,FOURTH,409,2,NONE,Nbclus_002
428149,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"5335 WISCONSIN AVE NW, WASHINGTON, DC 20015",C-2-B,2016-04-20T08:27:41.000Z,WASHINGTON,DC,38.960374,-77.084909,20015,3,3E,SECOND,202,11,NONE,Nbclus_011
428150,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3276 ABERFOYLE PL NW, WASHINGTON, DC 20015",*,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.977588,-77.062238,20015,4,3G,SECOND,201,10,NONE,Nbclus_010
428151,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"620 3RD ST SW, WASHINGTON, DC 20024",,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.88163,-77.014938,20024,6,6D,FIRST,105,9,NONE,Nbclus_009
428152,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3213 PATTERSON ST NW, WASHINGTON, DC 20015",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.967855,-77.064506,20015,4,3G,SECOND,201,10,NONE,Nbclus_010
428391,2016-05-25T00:00:00.000Z,CONSTRUCTION,ADDITION,PERMIT ISSUED,"4618 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20011",R-3,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.946991,-77.016704,20011,4,4C,FOURTH,407,18,NONE,Nbclus_018
428392,2016-05-25T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"1349 QUINCY ST NW, WASHINGTON, DC 20011",R-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.937833,-77.03138,20011,4,4C,FOURTH,404,18,NONE,Nbclus_018
427912,2016-03-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"208 E ST NE, WASHINGTON, DC 20002",CAP/R-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.896303,-77.003087,20002,6,6C,FIRST,104,25,CAPITOL HILL BID,Nbclus_025
427913,2016-03-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1938 SUMMIT PL NE, WASHINGTON, DC 20002",R-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.9168,-77.005275,20002,5,5C,FIFTH,502,21,NONE,Nbclus_021
427914,2016-03-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"80 53RD PL SE, WASHINGTON, DC 20019",R-2,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.88692,-76.924052,20019,7,7E,SIXTH,604,33,NONE,Nbclus_033
427915,2016-03-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"907 6TH ST SW, WASHINGTON, DC 20024",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.878815,-77.021081,20024,6,6D,FIRST,105,9,NONE,Nbclus_009
427916,2016-03-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1718 CONNECTICUT AVE NW, WASHINGTON, DC 20009",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.913191,-77.045897,20009,2,2B,SECOND,208,6,NONE,Nbclus_006
427917,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3621 VAN NESS ST NW, WASHINGTON, DC 20008",R-2,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.943381,-77.070643,20008,3,3F,SECOND,202,11,NONE,Nbclus_011
427918,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"3335 LEGATION ST NW, WASHINGTON, DC 20015",R-1-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.962294,-77.068403,20015,3,3G,SECOND,201,10,NONE,Nbclus_010
427919,2016-03-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"124 KENTUCKY AVE SE, WASHINGTON, DC 20003",R-4,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.888631,-76.988904,20003,6,6B,FIRST,107,26,NONE,Nbclus_026
427920,2016-03-09T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1724 MASSACHUSETTS AVE SE, WASHINGTON, DC 20003",R-4,2016-07-19T08:12:19.000Z,WASHINGTON,DC,38.885872,-76.979773,20003,6,6B,FIRST,108,26,NONE,Nbclus_026
428153,2016-02-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1307 FAIRMONT ST NW, WASHINGTON, DC 20009",*,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.924994,-77.030159,20009,1,1B,THIRD,304,2,NONE,Nbclus_002
428393,2016-05-25T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"4911 MASSACHUSETTS AVE NW, WASHINGTON, DC 20016",R-1-B,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.946677,-77.09735,20016,3,3E,SECOND,202,11,NONE,Nbclus_011
428394,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"459 LURAY PL NW, WASHINGTON, DC 20010",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.932061,-77.019734,20010,1,1A,THIRD,302,2,NONE,Nbclus_002
428395,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2134 KALORAMA RD NW, WASHINGTON, DC 20008",D/R-1-B,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.917915,-77.04937,20008,2,2D,SECOND,208,1,NONE,Nbclus_001
428396,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4220 4TH ST NW, WASHINGTON, DC 20011",,2016-05-26T15:56:19.000Z,WASHINGTON,DC,38.942749,-77.017389,20011,4,4C,FOURTH,407,18,NONE,Nbclus_018
428397,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"732 QUEBEC PL NW, WASHINGTON, DC 20010",,2016-05-26T15:56:19.000Z,WASHINGTON,DC,38.935964,-77.022205,20010,1,1A,FOURTH,409,2,NONE,Nbclus_002
428398,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2348 HUNTER PL SE, WASHINGTON, DC 20020",,2016-05-26T15:56:19.000Z,WASHINGTON,DC,38.85815,-76.986144,20020,8,8A,SEVENTH,703,37,NONE,Nbclus_037
428399,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"407 M ST NW, WASHINGTON, DC 20001",,2016-08-11T08:10:58.000Z,WASHINGTON,DC,38.905828,-77.01652,20001,6,2C,THIRD,308,7,NONE,Nbclus_007
428400,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1455 HARVARD ST NW, WASHINGTON, DC 20009",R-5-B,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.926597,-77.034359,20009,1,1A,THIRD,302,2,NONE,Nbclus_002
428402,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2121 MASSACHUSETTS AVE NW, WASHINGTON, DC 20008",DC/SP-1,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.911437,-77.047687,20008,2,2B,SECOND,208,6,NONE,Nbclus_006
428403,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"4892 MACARTHUR BLVD NW, WASHINGTON, DC 20007",R-1-B,2016-08-11T08:10:58.000Z,WASHINGTON,DC,38.918501,-77.098802,20007,3,3D,SECOND,205,13,NONE,Nbclus_013
428404,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1155 CONNECTICUT AVE NW 1200, WASHINGTON, DC 20036",,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.905447,-77.040625,20036,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID,Nbclus_006
428405,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1120 20TH ST NW, WASHINGTON, DC 20036",C-3-C,2016-08-03T08:09:19.000Z,WASHINGTON,DC,38.904585,-77.045381,20036,2,2A,SECOND,207,6,GOLDEN TRIANGLE BID,Nbclus_006
428406,2016-05-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1037 30TH ST NW, WASHINGTON, DC 20007",W-2,2016-07-30T08:14:45.000Z,WASHINGTON,DC,38.903479,-77.058939,20007,2,2E,SECOND,206,4,NONE,Nbclus_004
